id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Cardiomyocyte|Cardiomyocyte	Cardiomyocyte|Other	Other|Cardiomyocyte	Other|Other
CPI-SS0FB520A95	SOSTDC1_LRP5	simple:Q6X4U4	simple:O75197	SOSTDC1	LRP5	True	False	True	curated	False	Ligand-Receptor	Signaling by Sclerostin domain-containing protein	0.087	0.033	0.088	0.034
CPI-SS09EE83769	DKK1_LRP5	simple:O94907	simple:O75197	DKK1	LRP5	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.096	0.043	0.154	0.1
CPI-SS0C977FC22	SOSTDC1_LRP6	simple:Q6X4U4	simple:O75581	SOSTDC1	LRP6	True	False	True	curated	False	Ligand-Receptor	Signaling by Sclerostin domain-containing protein	0.16	0.128	0.161	0.129
CPI-SS0703C3CE4	DKK1_LRP6	simple:O94907	simple:O75581	DKK1	LRP6	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.169	0.137	0.227	0.195
CPI-SS063D79C85	DKK2_LRP6	simple:Q9UBU2	simple:O75581	DKK2	LRP6	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.162	0.13	0.186	0.154
CPI-SS021F26C73	SCT_SCTR	simple:P09683	simple:P47872	SCT	SCTR	True	False	True	curated	False	Ligand-Receptor	Signaling by Secretin	0.005	0.007	0.001	0.003
CPI-SC0C8A5C197	SEMA3A_PlexinA1_complex3	simple:Q14563	complex:PlexinA1_complex3	SEMA3A		True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.255	0.246	0.114	0.105
CPI-SC019D0A439	SEMA3A_PlexinA2_complex1	simple:Q14563	complex:PlexinA2_complex1	SEMA3A		True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.368	0.465	0.227	0.324
CPI-SC08F771F98	SEMA6A_PlexinA2_complex1	simple:Q9H2E6	complex:PlexinA2_complex1	SEMA6A		False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.185	0.281	0.248	0.345
CPI-SC05F339947	SEMA3A_PlexinA3_complex1	simple:Q14563	complex:PlexinA3_complex1	SEMA3A		True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.237	0.249	0.096	0.108
CPI-SC096905331	SEMA3A_PlexinA4_complex1	simple:Q14563	complex:PlexinA4_complex1	SEMA3A		True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.561	0.345	0.42	0.204
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.048	0.289	0.048	0.289
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.029	0.27	0.027	0.268
CPI-SS0892F3080	SEMA4C_PLXNB2	simple:Q9C0C4	simple:O15031	SEMA4C	PLXNB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.111	0.089	0.129	0.107
CPI-SS012F60F11	SEMA4D_PLXNB2	simple:Q92854	simple:O15031	SEMA4D	PLXNB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.147	0.124	0.103	0.081
CPI-SS011931B0F	SEMA4G_PLXNB2	simple:Q9NTN9	simple:O15031	SEMA4G	PLXNB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.101	0.079	0.095	0.072
CPI-SS0BC7F3EB5	SEMA4D_CD72	simple:Q92854	simple:P21854	SEMA4D	CD72	False	True	False	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.067	0.062	0.023	0.019
CPI-SS0606E97F0	SEMA4D_PLXNB1	simple:Q92854	simple:O43157	SEMA4D	PLXNB1	True	True	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.075	0.072	0.031	0.029
CPI-SC03CCAAB4B	SEMA6D_PlexinA1_complex1	simple:Q8NFY4	complex:PlexinA1_complex1	SEMA6D		False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.15	0.181	0.054	0.084
CPI-SS0EBDDDF8A	SEMA7A_PLXNC1	simple:O75326	simple:O60486	SEMA7A	PLXNC1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.04	0.018	0.042	0.02
CPI-CS0B5EFDF87	5-HT_byTPH1_and_SLC18A2_HTR1F	complex:5-HT_byTPH1_and_SLC18A2	simple:P30939		HTR1F	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.004	0.001	0.004
CPI-CS0BAEBE4DB	5-HT_byTPH2_and_SLC18A2_HTR1F	complex:5-HT_byTPH2_and_SLC18A2	simple:P30939		HTR1F	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.004	0.001	0.005
CPI-CS00F1C7E51	5-HT_byTPH1_and_SLC6A4_HTR1F	complex:5-HT_byTPH1_and_SLC6A4	simple:P30939		HTR1F	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.004	0.001	0.004
CPI-CS01EA98FFF	5-HT_byTPH2_and_SLC6A4_HTR1F	complex:5-HT_byTPH2_and_SLC6A4	simple:P30939		HTR1F	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.004	0.001	0.005
CPI-CS09463D22E	5-HT_byTPH1_and_SLC18A2_HTR2B	complex:5-HT_byTPH1_and_SLC18A2	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.003	0.004	0.003	0.004
CPI-CS08A9A272D	5-HT_byTPH2_and_SLC18A2_HTR2B	complex:5-HT_byTPH2_and_SLC18A2	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.003	0.003	0.003	0.004
CPI-CS07C928856	5-HT_byTPH1_and_SLC6A4_HTR2B	complex:5-HT_byTPH1_and_SLC6A4	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.003	0.004	0.003	0.004
CPI-CS0DB983DDE	5-HT_byTPH2_and_SLC6A4_HTR2B	complex:5-HT_byTPH2_and_SLC6A4	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.003	0.003	0.003	0.004
CPI-CS00CB2214E	5-HT_byTPH1_and_SLC18A2_HTR4	complex:5-HT_byTPH1_and_SLC18A2	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.005	0.003	0.005	0.003
CPI-CS0233F2354	5-HT_byTPH2_and_SLC18A2_HTR4	complex:5-HT_byTPH2_and_SLC18A2	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.005	0.003	0.005	0.004
CPI-CS07C8BD0AD	5-HT_byTPH1_and_SLC6A4_HTR4	complex:5-HT_byTPH1_and_SLC6A4	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.005	0.003	0.005	0.003
CPI-CS0DC68F1EA	5-HT_byTPH2_and_SLC6A4_HTR4	complex:5-HT_byTPH2_and_SLC6A4	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.005	0.003	0.005	0.004
CPI-CS059692236	5-HT_byTPH1_and_SLC18A2_HTR7	complex:5-HT_byTPH1_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.002	0.013	0.002	0.013
CPI-CS0778BF832	5-HT_byTPH2_and_SLC18A2_HTR7	complex:5-HT_byTPH2_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.002	0.013	0.002	0.013
CPI-CS091CE4B74	5-HT_byTPH1_and_SLC6A4_HTR7	complex:5-HT_byTPH1_and_SLC6A4	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.002	0.013	0.002	0.013
CPI-CS08EFEF89B	5-HT_byTPH2_and_SLC6A4_HTR7	complex:5-HT_byTPH2_and_SLC6A4	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.002	0.013	0.002	0.013
CPI-SS027028983	SLIT1_ROBO1	simple:O75093	simple:Q9Y6N7	SLIT1	ROBO1	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.336	0.324	0.335	0.323
CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.729	0.717	0.632	0.62
CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.488	0.44	0.392	0.343
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	CORT	SSTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Somatostatin	0.005	0.039	0.004	0.038
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Somatostatin	0.006	0.007	0.005	0.006
CPI-SS0D60A535B	SDC1_ADGRA2	simple:P18827	simple:Q96PE1	SDC1	ADGRA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Syndecan	0.065	0.126	0.065	0.126
CPI-SS0D681D90E	SDC2_ADGRA2	simple:P34741	simple:Q96PE1	SDC2	ADGRA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Syndecan	0.174	0.235	0.155	0.216
CPI-CS0A0368BF0	integrin_aVb3_complex_ADGRA2	complex:integrin_aVb3_complex	simple:Q96PE1		ADGRA2	False	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.136	0.197	0.088	0.149
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.0	0.0	0.007	0.024
CPI-SS061ED1543	TAC1_TACR2	simple:P20366	simple:P21452	TAC1	TACR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.0	0.0	0.002	0.002
CPI-SS015B70BF9	TAC1_TACR3	simple:P20366	simple:P29371	TAC1	TACR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.0	0.0	0.003	0.002
CPI-SS0E91D96D7	TAFA5_S1PR2	simple:Q7Z5A7	simple:O95136	TAFA5	S1PR2	True	False	True	curated	False	Ligand-Receptor	Signaling by TAFA	0.005	0.005	0.013	0.012
CPI-SS01080B145	TAX1BP3_ADGRB2	simple:O14907	simple:O60241	TAX1BP3	ADGRB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Thromboxane	0.289	0.18	0.414	0.304
CPI-CS0D01AFCC7	ThromboxaneA2_byTBXAS1_TBXA2R	complex:ThromboxaneA2_byTBXAS1	simple:P21731		TBXA2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Thromboxane	0.008	0.047	0.027	0.065
CPI-SS0F0492F71	THY1_ADGRE2	simple:P04216	simple:Q9UHX3	THY1	ADGRE2	False	False	True	curated	False	Adhesion-Adhesion	Adhesion by antigen THY1	0.004	0.007	0.223	0.226
CPI-CS0F34D034A	integrin_aVb1_complex_ADGRE2	complex:integrin_aVb1_complex	simple:Q9UHX3		ADGRE2	False	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.478	0.481	0.399	0.402
CPI-CS079C9111D	integrin_aVb3_complex_ADGRE2	complex:integrin_aVb3_complex	simple:Q9UHX3		ADGRE2	False	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.073	0.076	0.025	0.028
CPI-SS0A6D0C1BA	TF_TFR2	simple:P02787	simple:Q9UP52	TF	TFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Transferrin	0.002	0.003	0.003	0.004
CPI-SS0E0098222	TF_TFRC	simple:P02787	simple:P02786	TF	TFRC	True	False	True	curated	False	Ligand-Receptor	Signaling by Transferrin	0.176	0.064	0.177	0.065
CPI-SS0FF0C7449	HFE_TFRC	simple:Q30201	simple:P02786	HFE	TFRC	True	False	True	curated	False	Ligand-Receptor		0.178	0.066	0.179	0.068
CPI-SC01AADFEB3	TGFB1_TGFbeta_receptor2	simple:P01137	complex:TGFbeta_receptor2	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.24	0.205	0.43	0.394
CPI-SC0F36DD437	TGFB2_TGFbeta_receptor2	simple:P61812	complex:TGFbeta_receptor2	TGFB2		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.223	0.188	0.25	0.215
CPI-SC074D3FFBC	TGFB3_TGFbeta_receptor2	simple:P10600	complex:TGFbeta_receptor2	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.125	0.09	0.117	0.082
CPI-SC0DABCC4B5	TGFB1_TGFbeta_receptor1	simple:P01137	complex:TGFbeta_receptor1	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.198	0.232	0.388	0.422
CPI-SC070741884	TGFB2_TGFbeta_receptor1	simple:P61812	complex:TGFbeta_receptor1	TGFB2		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.181	0.215	0.208	0.243
CPI-SC051FC855D	TGFB3_TGFbeta_receptor1	simple:P10600	complex:TGFbeta_receptor1	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.083	0.117	0.075	0.11
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.239	0.157	0.429	0.347
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.222	0.14	0.25	0.168
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.124	0.042	0.117	0.035
CPI-SC0202406F0	TGFB3_integrin_aVb8_complex	simple:P10600	complex:integrin_aVb8_complex	TGFB3		True	False	False	curated	True	Ligand-Receptor	Signaling by Transforming growth factor	0.017	0.026	0.01	0.018
CPI-CS05092CCAC	Triiodothyronine_byDIO3_THRA	complex:Triiodothyronine_byDIO3	simple:P10827		THRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Triiodothyronine	0.116	0.052	0.118	0.054
CPI-CS0C2BD6C6B	Triiodothyronine_byDIO3_THRB	complex:Triiodothyronine_byDIO3	simple:P10828		THRB	True	False	False	curated	False	Ligand-Receptor	Signaling by Triiodothyronine	0.038	0.008	0.04	0.011
CPI-CS0245870E9	Lthyroxine_byTPO_THRB	complex:Lthyroxine_byTPO	simple:P10828		THRB	True	False	False	curated	False	Ligand-Receptor		0.046	0.017	0.041	0.012
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	Adhesion-Adhesion	Signaling by Tumor necrosis factor	0.002	0.01	0.002	0.01
CPI-SS085A1A34C	TNFSF10_TNFRSF10A	simple:P50591	simple:O00220	TNFSF10	TNFRSF10A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.003	0.016	0.059	0.072
CPI-SS001865B32	TNFSF10_TNFRSF10B	simple:P50591	simple:O14763	TNFSF10	TNFRSF10B	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.116	0.133	0.172	0.189
CPI-SS053CE866E	TNFSF10_TNFRSF10C	simple:P50591	simple:O14798	TNFSF10	TNFRSF10C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.013	0.023	0.068	0.079
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.021	0.138	0.077	0.193
CPI-SS05A3055C3	TNFSF10_TNFRSF11B	simple:P50591	simple:O00300	TNFSF10	TNFRSF11B	True	False	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.025	0.019	0.081	0.074
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.41	0.326	0.436	0.353
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.022	0.029	0.048	0.055
CPI-SS0247B3C14	TNFSF13B_TNFRSF13C	simple:Q9Y275	simple:Q96RJ3	TNFSF13B	TNFRSF13C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.018	0.017	0.023	0.021
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.001	0.003	0.005	0.007
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.151	0.488	0.051	0.387
CPI-SS0EC8C81E0	VEGFC_KDR	simple:P49767	simple:P35968	VEGFC	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.036	0.372	0.061	0.397
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	VEGFD	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.023	0.359	0.02	0.356
CPI-SS005572B52	VEGFC_FLT4	simple:P49767	simple:P35916	VEGFC	FLT4	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.024	0.072	0.049	0.097
CPI-SS0D883FFF1	VEGFD_FLT4	simple:O43915	simple:P35916	VEGFD	FLT4	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.011	0.059	0.008	0.056
CPI-SS01072357C	WNT11_FRZB	simple:O96014	simple:Q92765	WNT11	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.046	0.023	0.031	0.007
CPI-SS02704D1B8	WNT2_FRZB	simple:P09544	simple:Q92765	WNT2	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.029	0.005	0.029	0.006
CPI-SS0786D3749	WNT2B_FRZB	simple:Q93097	simple:Q92765	WNT2B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.051	0.027	0.078	0.054
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.033	0.01	0.034	0.01
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.031	0.007	0.033	0.009
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.111	0.088	0.062	0.038
CPI-SS05C7CF827	WNT5B_FRZB	simple:Q9H1J7	simple:Q92765	WNT5B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.257	0.234	0.069	0.045
CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	WNT9A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.035	0.011	0.033	0.009
CPI-SC0744403E1	WNT11_FZD1_LRP5	simple:O96014	complex:FZD1_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.105	0.035	0.089	0.019
CPI-SC0D5C7F2EB	WNT2_FZD1_LRP5	simple:P09544	complex:FZD1_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.087	0.017	0.088	0.018
CPI-SC086EAFF18	WNT2B_FZD1_LRP5	simple:Q93097	complex:FZD1_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.11	0.039	0.136	0.066
CPI-SC01A9C52E5	WNT3_FZD1_LRP5	simple:P56703	complex:FZD1_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.092	0.022	0.092	0.022
CPI-SC094731290	WNT4_FZD1_LRP5	simple:P56705	complex:FZD1_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.019	0.091	0.021
CPI-SC0F416B44F	WNT5B_FZD1_LRP5	simple:Q9H1J7	complex:FZD1_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.316	0.246	0.127	0.057
CPI-SC0F16DF8F0	WNT9A_FZD1_LRP5	simple:O14904	complex:FZD1_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.023	0.091	0.021
CPI-SC0735548E0	WNT11_FZD1_LRP6	simple:O96014	complex:FZD1_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.125	0.035	0.11	0.019
CPI-SC041A30C3B	WNT2_FZD1_LRP6	simple:P09544	complex:FZD1_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.108	0.017	0.108	0.018
CPI-SC04091DFF6	WNT2B_FZD1_LRP6	simple:Q93097	complex:FZD1_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.13	0.039	0.157	0.066
CPI-SC02CD1EEDE	WNT3_FZD1_LRP6	simple:P56703	complex:FZD1_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.112	0.022	0.113	0.022
CPI-SC047C4B365	WNT4_FZD1_LRP6	simple:P56705	complex:FZD1_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.11	0.019	0.112	0.021
CPI-SC056F0C465	WNT5B_FZD1_LRP6	simple:Q9H1J7	complex:FZD1_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.336	0.246	0.148	0.057
CPI-SC0552DC1E5	WNT9A_FZD1_LRP6	simple:O14904	complex:FZD1_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.114	0.023	0.112	0.021
CPI-SC029ADF8EA	WNT11_FZD2_LRP5	simple:O96014	complex:FZD2_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.105	0.051	0.089	0.035
CPI-SC055AF31A9	WNT2_FZD2_LRP5	simple:P09544	complex:FZD2_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.087	0.033	0.088	0.034
CPI-SC06037057B	WNT2B_FZD2_LRP5	simple:Q93097	complex:FZD2_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.11	0.056	0.136	0.082
CPI-SC0148F76F0	WNT3_FZD2_LRP5	simple:P56703	complex:FZD2_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.092	0.038	0.092	0.038
CPI-SC0EB633CED	WNT4_FZD2_LRP5	simple:P56705	complex:FZD2_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.036	0.091	0.037
CPI-SC0675C8528	WNT5A_FZD2_LRP5	simple:P41221	complex:FZD2_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.17	0.116	0.12	0.067
CPI-SC0A79539F5	WNT5B_FZD2_LRP5	simple:Q9H1J7	complex:FZD2_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.316	0.262	0.127	0.074
CPI-SC0637CC9D5	WNT9A_FZD2_LRP5	simple:O14904	complex:FZD2_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.04	0.091	0.038
CPI-SC054FD289E	WNT11_FZD2_LRP6	simple:O96014	complex:FZD2_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.178	0.065	0.162	0.049
CPI-SC08DE61392	WNT2_FZD2_LRP6	simple:P09544	complex:FZD2_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.16	0.047	0.16	0.048
CPI-SC058678C1B	WNT2B_FZD2_LRP6	simple:Q93097	complex:FZD2_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.182	0.069	0.209	0.096
CPI-SC0EBBD9B59	WNT3_FZD2_LRP6	simple:P56703	complex:FZD2_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.164	0.052	0.165	0.052
CPI-SC0245AE3FF	WNT4_FZD2_LRP6	simple:P56705	complex:FZD2_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.162	0.05	0.164	0.051
CPI-SC07D1540F8	WNT5A_FZD2_LRP6	simple:P41221	complex:FZD2_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.243	0.13	0.193	0.08
CPI-SC066B2A89A	WNT5B_FZD2_LRP6	simple:Q9H1J7	complex:FZD2_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.388	0.276	0.2	0.087
CPI-SC0486FECAB	WNT9A_FZD2_LRP6	simple:O14904	complex:FZD2_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.166	0.053	0.164	0.051
CPI-SC044BB9279	WNT11_FZD3_LRP5	simple:O96014	complex:FZD3_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.105	0.051	0.089	0.035
CPI-SC0B0BAF8DB	WNT2_FZD3_LRP5	simple:P09544	complex:FZD3_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.087	0.033	0.088	0.034
CPI-SC0671450D5	WNT2B_FZD3_LRP5	simple:Q93097	complex:FZD3_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.11	0.056	0.136	0.082
CPI-SC066A4E191	WNT3_FZD3_LRP5	simple:P56703	complex:FZD3_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.092	0.038	0.092	0.038
CPI-SC0E11F543C	WNT4_FZD3_LRP5	simple:P56705	complex:FZD3_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.036	0.091	0.037
CPI-SC081B09E04	WNT5A_FZD3_LRP5	simple:P41221	complex:FZD3_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.17	0.116	0.12	0.067
CPI-SC02753B9BD	WNT5B_FZD3_LRP5	simple:Q9H1J7	complex:FZD3_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.316	0.262	0.127	0.074
CPI-SC0AEC52E73	WNT9A_FZD3_LRP5	simple:O14904	complex:FZD3_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.04	0.091	0.038
